text,topic
Three security men two women shot dead in Peshawar,Crime
5 killed in helicopter crash near Las Vegas,Crime
Two shot dead in church in Russia,Crime
US obesity epidemic grows in all ages,Crime
Transgender person attacked in Mansehra,Crime
Court drops ATA sections in Kasur child abuse case,Crime
 FoxFury Lighting Solutions Set to Shock and Awe During Shot Show 2012,Crime
Karachi: Rangers arrest wanted target killer from Baldia Town,Crime
"Mother Killed Her Children, 5 And 3, To Marry Lover: Maharashtra Cops",Crime
 Police stations’ record being computerized,Crime
Israel demand inquiry over ‘threats’ leading to Argentina match cancellation,Crime
Eleven wounded in bomb attack on police in Turkey’s Diyarbakir,Crime
Month on fears grow for kidnapped American in Pakistan,Crime
‘Lion Man’ arrested in Karachi,Crime
NHMP claims arresting nine criminals,Crime
Former Miss Venezuela ex-husband killed in robbery,Crime
CCTV footage emerges of failed kidnapping at a Faisalabad hospital,Crime
 Police put on alert in city,Crime
KARACHI: People towing vehicle which burnt off due to gas cylinder blast while in parking in Nazimabad area here yesterday.,Crime
CJP takes suo motu notice against torturing of boy by ‘pesh imam’ in Sheikhupura,Crime
 One killed  3 injured  in road mishap,Crime
 Facilitators of attack on Balochistan police official linked to TTP in Afghanistan: Bugti,Crime
Throats slit 44 dead in attack on villagers in northeast Nigeria,Crime
Shooter kills one injures 3 at US university,Crime
CM directs removal of black glasses from govt vehicles,Crime
Balochistan: Eight passengers recovered 13 killed in Bolan district,Crime
Police arrest two outlaws after shoot-out in Faisalabad,Crime
Suicide attack on Afghan army bus hurts 10,Crime
 Rangers claim killing 5 criminals in encounter; two detained,Crime
MJ's sister says brother was killed,Crime
Sethi vows to work for betterment of cricket,Crime
Imran Ali files appeal against death sentence at LHC,Crime
Indian Police cops say rats behind missing marijuana,Crime
Motorway Police take new initiatives to further improve performance,Crime
Australia nixes Burqa/Niqab segregation plan,Crime
Bahawalnagar girl kidnapped raped in Faisalabad,Crime
Court remands 32 more suspects held in ’90’ raid,Crime
Rain turns Multan’s weather pleasant,Crime
Afghan police gun down would-be bank bomber,Crime
Motor vehicle tax system computerized,Crime
Policeman kills two in ‘self defense’,Crime
 Govt conscious of extortion law and order issue: Mamnoon,Crime
Spanish police in manhunt for perpetrator of Barcelona rampage,Crime
Altaf did the right thing says Mazari,Crime
Arab League condemns twin terror attacks in Iraq,Crime
Munich gunman fixated on mass killing had no Islamist ties,Crime
‘Facebook friendship’ leads to death of Chakwal girl,Crime
Karachi Rangers conduct operation arrest 6 suspects from Lyari,Crime
Five robbers killed in Lahore Okara police encounters,Crime
Dumper kills three bikers in Karachi,Crime
 3 killed in Lyari violence,Crime
 Police executes gang rapist killer in an alleged encounter,Crime
Role of university admin police remains dubious KP govt’s hiring of private counsels to contest case raises eyebrows LAHORE/PESHAWAR: The verdict in the Mashal Khan lynching case has fallen short of setting…,Crime
39-Year-Old Woman Found Dead In Ghaziabad Home: Cops,Crime
Three TTP militants gunned down during ‘encounter’,Crime
"Retired Engineer, Wife Jailed In Disproportionate Assets Case In Odisha",Crime
Shahzeb murder case: Anti-terrorism court sends Jatoi to juvenile prison,Crime
Rape and murder of three minor sisters points to poverty and culture of rape,Crime
Girlfiance shot dead for speaking before marriage in Ghotki,Crime
 Aman Committee leader Zafar Baloch shot dead,Crime
Another shocking video surface after Mashal Khan murder,Crime
 CIA arrests 4 terrorists of banned outfit  Police arrested dozens of alleged terrorists,Crime
Important progress in Intizar murder case,Crime
Police torture,Crime
International Emmy Awards 2023: Shefali Shah Posed Adorably With Husband Vipul Amrutlal Shah In New York,Crime
PIA to bear funeral charges of crash victims,Crime
Seven killed in US missile attack in Parachinar,Crime
Nine dead in Punjab road accidents,Crime
Court keeps Ahad Cheema others in police custody for another 14 days,Crime
End of the road for rearview mirror?,Crime
150 killed in Congo munitions depot blasts: EU diplomat,Crime
At least 48 migrants dead after boat sinks off Tunisian coast,Crime
Two killed in Lahore,Crime
Trial of US student accused in Italy sex-murder resumes,Crime
Karachi wardens quit work after three fellows’ murder,Crime
Police officer kills 8 colleagues in Afghanistan,Crime
Qandeel Baloch murdered by her brother in Multan,Crime
Kasur police arrest three suspected Indian spies,Crime
Prisoner dies of alleged police torture in Kot Lakhpat Jail,Crime
Million dollar archaeological smugglers,Crime
 25 militants killed  in Iraq air strikes,Crime
Naushehra: One killed two hurt in van cylinder blast,Crime
Faisalabad: Two dacoits captured 2 flee after robbery bid,Crime
Five women die in Lahore roof collapse,Crime
Four suspects in Sadiqabad torture case nabbed,Crime
Muslim Americans struggle with fallout from California shooting,Crime
 10 suspected militants killed in Balochistan,Crime
Judge’s murder: Quetta lawyers announce 2-day boycott of courts,Crime
Indian court orders probe in to gang rape on orders of traditional court,Crime
Minister orders confiscation of vehicles on tax default,Crime
Lahore car crash kills one hurts 3,Crime
Chemical drum explosion kills two children,Crime
Police launch investigation into Ahmed Shehzad’s claim of gym membership,Crime
Three sack-packed tortured dead bodies recovered in Karachi,Crime
Ayesha is ruthless: Filipino maid,Crime
Islamabad: Passenger van crash leaves 15 dead,Crime
Calls for peace after 200 deaths in Karachi,Crime
TTP claims killing Colonel Imam,Crime
Lhr bridge collapse: Shahbaz promises strict action,Crime
Shamed Sharmila flirter tasked to take me out: Mirza,Crime
Pope admits clerical abuse of nuns including sexual slavery,Crime
Six killed as blast hits police van in Charsadda bazaar,Crime
Pakistan women lose to Sri Lanka in WCQ Super Six,Crime
Shahkot gang rape case accused arrested,Crime
South African troops accused of abuse in DR Congo: UN,Crime
Baldia factory massacre,Crime
Top 10 uniquely deadly animals in the world,Crime
Police arrest one in alleged encounter,Crime
Lahore: 11-year old girl’s killer shot dead in police encounter,Crime
#Police4U: Karachi police launches app to reform ‘thana culture’,Crime
Cheering painted faces,Crime
Four terrorists killed in Swabi police shootout,Crime
Mardan lynching: Prime accused blames AWKU administration,Crime
Afghan police chief of Nimroz dies in bomb attack,Crime
 Bangladesh ferry sinks with up to 200 on board: Police,Crime
Putin vows to destroy perpetrators,Crime
Yemen army death toll from Qaeda assault jumps to 185,Crime
Seven causalities 41 injured from Taliban attack in Afghanistan,Crime
Movie producer Weinstein surrenders on sex assault charges,Crime
 Saudi diplomat kidnapped in Yemen,Crime
Husband kills Pashto singer in Nowshera says the police,Crime
Reports says everyday 11 children face sexual abuse in Pakistan,Crime
Another journalist gunned down in 2 days,Crime
Eight militants killed in Upper Orakzai Agency,Crime
Take Davis give us Afia,Crime
Japanese journalist almost kidnapped injured in Peshawar,Crime
WikiLeaks founder appeals Swedish arrest order,Crime
Karachi University denies receiving ‘official’ sexual harassment complaint,Crime
Two Afghan militants arrested in Chaman,Crime
 One killed other injured in city violence,Crime
Political worker among two gunned down,Crime
Abbottabad jirga members are deserving of death: Mufti Naeem,Crime
Ex-French minister urges tougher action against sexual harassment,Crime
SAMAA VIDEO – Pakistan's most dangerous jail,Crime
Protection from the “sinners”,Crime
Lollywood actress Laila arrested later freed,Crime
Mayweather heads Forbes money list but no women in top 100,Crime
DAMASCUS: Syrians investigate a damaged vehicle after two suicide bombings hit security compounds here yesterday.,Crime
Six killed 20 injured in separate incidents in Quetta,Crime
CIA torture victim laid to rest,Crime
Six of a family killed in Jaffarabad rocket attack,Crime
 CTD police apprehend two susppected target killers,Crime
JI Karachi chief put under house arrest over a dozen workers arrested,Crime
Minor girl raped culprit arrested,Crime
 Cop two accomplices booked for bank robbery,Crime
Abro himself shot Salman Lashari: accused cop,Crime
Karachi police gun down 7 Taliban terrorists,Crime
 Four killed in different road mishaps,Crime
This Yr 1 Woman Targeted On Avg Daily In Cybercrime,Crime
 35 detained in Rangers police search operations in Karachi,Crime
Balochistan University exam superintendent shot dead in Quetta,Crime
 Boston bombings suspects innocent: father,Crime
Pune Man Arrested For Giving Death Threats To Gangster's Wife Escapes Hospital,Crime
Curse of terrorism,Crime
Red-hot gowns warm up chilly night at Golden Globes,Crime
 Two foreign aid workers killed  in western Afghanistan,Crime
Baroness Sayeeda Warsi decries Peshawar attacks,Crime
Trader killed Quetta shuts down,Crime
 5 dead in Philippine shipyard accident: Police,Crime
British govt never sought help in Dr Imran Farooq murder case: Malik,Crime
 BARA: Anti-Narcotics Force (ANF) officials burn pile of confiscated drugs during ceremony on the occasion of International Day against Drug Abuse and Illicit Trafficking.,Crime
Child killed 4 hurt in Lahore roof collapse,Crime
Attack on Balochistan Constabulary vehicle leaves 12 injured,Crime
Police in Karachi have registered a murder case against the owners of a garment factory where a fire killed at least 289 people in the country’s worst ever industrial disaster officers said…,Crime
 Imran says 700 KP police jawans laid down their lives for peace,Crime
Retd colonel kidnapped shot dead in Kohat,Crime
Police arrest doctor lady manager over rape intimidation charges,Crime
 3 ANP activists cop among 9 shot dead in city,Crime
"Denied Discount On Hospital Bill, Gurugram Men Thrash Staff",Crime
 Terrorist killed in encounter near Mastung,Crime
 Five killed in Karachi violence,Crime
German mother cannot recall how many of her babies she killed,Crime
Journalist shot dead by armed assailants in Haripur,Crime
Karachi unrest: Three bodies found,Crime
 NAIROBI: A crashed bus lies with it’s roof completely destroyed in Narok Kenya. Kenya’s Red Cross says at least 41 people were killed after the early morning crash.,Crime
Pervaiz Shehbaz congratulate women team,Crime
Two more fall prey to target killing in Karachi,Crime
Two murdered,Crime
JUI-F leader shot injured in DI Khan,Crime
Killer of six people arrested in Karachi,Crime
Iran downs US drone,Crime
Shutter-down strike observed in Karachi,Crime
School bus bombed in Peshawar 1 killed,Crime
7 dead in northwest China after men attack crowd,Crime
The so-called foreign hand,Crime
‘Hunger Games’ memorabilia to go under the hammer,Crime
 Security forces kill 5 militants in Pishin,Crime
Cagliari president arrested in stadium probe,Crime
Police team formed to investigate Sharjeel Memon’s alcohol possession in hospital,Crime
Philippines Muslim rebels agree to peace plan,Crime
 Police defeats Railway in Kabbadi match,Crime
Pakistani envoy to India calls for sober reflection,Crime
 Eight suspects remanded into police custody,Crime
Police seize explosives from Islamabad,Crime
 SC orders suspension of GB police chief,Crime
Nadia's killer arrested,Crime
Pakistan arrests French man accused of al-Qaeda ties,Crime
Kidnappers free 15 in Hangu 30 still in captivity,Crime
Man shoots estranged wife boy in murder-suicide at US school,Crime
Afaq petition: SHC issues notices to Muttahida leaders,Crime
8 injured in fire incidents,Crime
App aims to help trafficking victims break the language barrier,Crime
Police arrest 4 target killers from Karachi,Crime
 11 killed in Bangladesh poll violence amid low turnout,Crime
15 more killed in Karachi,Crime
Roof collapse kills 4 in Khairpur scores wounded,Crime
71 mostly women and girls rescued from Boko Haram,Crime
 Police Department Government of Sindh,Crime
Senior official of BOL television shot dead,Crime
Firing during children’s cricket match claims seven lives in Havelian,Crime
Two tortured bodies recovered in Lahore,Crime
Japan to grant $3.5m aid for Afghan refugees,Crime
SC to demote 121 Punjab police officers,Crime
Pakistan not to send envoy back to India until tensions subside,Crime
Watch: Multan trader gets extortion threat,Crime
SC rejects mercy plea of double homicide accused,Crime
Special teams formed to catch carjackers,Crime
 Cop shot dead,Crime
IHC orders for bullet proof vehicle to former CJ in 3 days,Crime
 Two killed two injured in city violence,Crime
Rajasthan Man Beaten To Death On Suspicion Of Cable Theft: Police,Crime
 5 killed  3 injured in city violence,Crime
6 militants killed as military launches Kurram offensive,Crime
India's ruling party outraged over Gandhi's arrest,Crime
 Three FC personnel shot dead in Quetta,Crime
Police arrest three suspects for firing at Islamabad civil judge Friday night,Crime
Indian police detain key suspect over student’s rape murder,Crime
 Police Station or scrap yard? Inside view of Karachi’s first ‘Model Thana’,Crime
 Rangers kill 2 Lyari gang war accused in shootout,Crime
Rangers arrest suspected terrorist from Old Golimar,Crime
Four Egyptian Embassy staff kidnapped in Libya: government,Crime
S.Lanka president dismisses concern over rival's arrest,Crime
Geeta to return home on Monday,Crime
Ex-CPLC chief on uprooting street crimes,Crime
Controversy over attack on Pakistani couple in NJ,Crime
Shahrah-e-Faisal firing incident: Adnan Pasha appears before court,Crime
Lung cancer now deadlier than breast cancer in rich nations,Crime
Russia supports Pakistan’s efforts to combat terrorism: Putin,Crime
"India Recorded 28,522 Murder Cases In 2022, 78 On Average Every Day: Data",Crime
Australian soldier killed in IED blast,Crime
Kenya faces new terror threat as 6 killed in Nairobi,Crime
Waking from the slumber,Crime
 Police arrests 500 suspected persons,Crime
Damascus hit by its deadliest bombing in Syria war,Crime
Balochistan govt holds workshop in Islamabad on countering child abuse,Crime
Malik cheated SC; petition filed in apex court,Crime
 Police arrest 119 accused in last 24 hours,Crime
17 militants killed 18 injure in encounter,Crime
Supreme Court rejects bail of murder suspects,Crime
"UP Man, His Wife Slit Mother's Throat Over Property Dispute: Cops",Crime
Police arrest 80 suspects from Badaber area of Peshawar,Crime
Forces kill 7 militants arrest 11: ISPR,Crime
Lawyer among two gunned down in Gujarat,Crime
Effigy of US diplomat arrested for murder burnt at demo,Crime
Motorway police arrest 2 armed men fleeing to Hyderabad with oil tanker on Super Highway,Crime
British police very close to arrest Altaf: Galloway,Crime
Prayer leader shot dead in Okara,Crime
Man kills mother over property dispute in Multan,Crime
Namesake mugshot mix-up lands Mexico cop in murder line-up,Crime
Twitter rolls out tool to curb online abuse bullying,Crime
Whitewashing CIA torture,Crime
Cardiff striker Sala feared missing in plane crash: French police,Crime
IHC issues contempt notice to lawyer for recording court proceedings,Crime
 Two suspected RAW agents arrested in Kurram agency,Crime
Iran says dismantles cell linked to IS in border province,Crime
Seminary student tortured for coming late,Crime
Police beaten shot at!,Crime
 KARACHI: Banners of political parties outside Police Station Baloch Colony which removed under the Election Commission of Pakistan (ECP) code of conduct for political advertisement.,Crime
Goods worth million rupees gutted in Karachi fires,Crime
AASHA demands implementation of harassment laws,Crime
Uber executive resigns amid harassment complaint at Google,Crime
16 terrorists arrested in Swat: ISPR,Crime
At least 75 including 45 militants security personnel killed in Upper Dir,Crime
SHO flees after releasing dacoits,Crime
FIVE KILLED AS SINDH GOES ON STRIKE,Crime
India court allows abortion for 13-year-old rape victim,Crime
6 gangsters arrested in Lyari,Crime
 UK police launch searches over Dr Imran Farooq’s murder,Crime
Thai man who electrocuted three elephants gets arrested,Crime
Estonia player arrested over suspected drug dealing,Crime
Woman killed in road mishap,Crime
"Upset Over Sister's Inter-Caste Marriage, Haryana Teen Kills Her: Police",Crime
Reaction on IK arrest warrants,Crime
Ahmedabad Sanand Man Booked For Sharing Child Porn Clip,Crime
Video: Man arrested in Karachi for taking pet lion for a drive,Crime
Robbery gang nabbed,Crime
UK says unaware of Osama link to nuke arrests,Crime
Imran slams attempts to protect “criminals” from KP Ehtesab Commission,Crime
Policeman tortures shopkeeper in Karachi,Crime
CDA fires officials involved in rape of girl at F9 Park,Crime
Three women claim to be Tayyaba’s mother,Crime
Pigeon shooters bring down aerial drone,Crime
13 outlaws held drugs weapons recovered,Crime
ATC gives police go-ahead to arrest Qaimkhani in another case,Crime
Bomb kills 19 Afghan wedding partygoers,Crime
Watch – Police tactics to capture Karachi knife attacker fail,Crime
Police register case against dead person,Crime
Three men gang-rape teenager man rapes daughter,Crime
 3 robbers killed in encounter,Crime
Husband wife remanded in police custody over schoolgirl’s murder,Crime
"'No Enmity, Then Why?' UP Mother Asks Repeatedly After 2 Sons Killed",Crime
Minor girl raped in Badami Bagh,Crime
NASA spacecraft shows Pluto wrapped in haze ice flows,Crime
Chinese national arrested for pushing labourer into furnace,Crime
At least 25 burnt to death in fire at Malaysian capital school: officials,Crime
Amma Didi Behenji: India's female kingmakers,Crime
Kohistan boy claims five girls killed by Jirga,Crime
1 dead 20 injured in Sialkot road mishaps,Crime
Two injured in robbery incident,Crime
1 killed in godown roof collapse in Karachi,Crime
 New inquiry raises pressure on Sri Lanka over war crimes,Crime
 Police arrest 5 accused from Karachi,Crime
Youth allegedly tortured over petty issue,Crime
Theft of Pakistan’s heritage,Crime
CIA faces reduced role in Pakistan after murder row,Crime
Lady thieves in action in Karachi,Crime
 Curfew in Indian state after tribal militants kill 56,Crime
Head of seminary 2 others convicted in rape case,Crime
UK attacker had been in Kingdom for two one-year periods: Saudi embassy,Crime
UN envoy visits unrest-hit western Myanmar,Crime
 KARACHI: Sindh Home Minister Manzoor Wasan presides over a meeting of senior police officers held at his office at Pak secretariat building.,Crime
One killed another injured in Orakzai blast,Crime
At least half dozen perish in violence across Balochistan,Crime
 KARACHI: IG National Highways & Motorway Police addressing on Road Safety & Responsibility of our Youth at University of Karachi.,Crime
Teenage boy raped in police station,Crime
 5 including political religious party workers shot dead,Crime
The body of a 12-year-old boy who was the son of a slain police official was found on Sunday after police arrested the men who allegedly kidnapped and murdered him over non-payment…,Crime
Rangers arrest Baldia factory manager,Crime
Karachi deluges in grief after 41 new target killings,Crime
First New Zealand soldier killed in Afghanistan,Crime
 Suicide attack at Afghan funeral kills nine: police,Crime
Motorway police recover stolen car arrest two,Crime
 Senate resolution seeks strict action over rape incidents,Crime
India claims killing 2 LeT members in IhK,Crime
Three women praised on social media for thwarting alleged date rape attempt,Crime
2 Arrested For Tampering Expiry Dates Of Cosmetic Products In Delhi: Cops,Crime
Kharotabad incident: victims’ heirs approach hospital for corpses,Crime
Trader shot dead,Crime
 Govt seeks pardon for 5 Rangers personnel convicted of killing student in Karachi,Crime
4 Palestinians killed in anti-Israeli knife attacks,Crime
Christian convert hacked to death in Bangladesh,Crime
 Pakistan condemns murder of 8 Pakistanis by Afghan forces,Crime
Syria gas 'kills hundreds' Security Council meets,Crime
Saudi royal gets life in jail for London murder,Crime
HRCP has condemned the murder of an unarmed young man by the Sindh Rangers in Karachi on Wednesday. The incident’s video broadcasted by television channels clearly showed that the man did not…,Crime
Police pounce at PAT workers at Koral Chowk; many hurt,Crime
Traffic Police organises walk in honour of late Traffic DIG Mobeen Ahmad,Crime
US gymnastics team doctor sentenced to 60 years for child pornography,Crime
Alleged robber injured in police firing,Crime
Manual work night shifts may harm women fertility: study,Crime
Police to arrest ex-OGRA chief from Governor House: Sana,Crime
Afghan spies nabbed in Balochistan,Crime
Some 90 pc domestic workers excluded from social protection: UN,Crime
Investigating officer issued show-cause notice in Karachi model’s murder case,Crime
Nisar KP CM to be nominated in APS attack FIR,Crime
 ‘Biometric system at police offices soon’,Crime
 Training workshop to enhance police capability concludes,Crime
Police To Organise Cybercrime Awareness Events From Monday,Crime
Attacker of Danish cartoonist goes on trial,Crime
Murree school teacher did not commit suicide: SCBA,Crime
DCO Dashti murder: Case lodged against two; raids underway,Crime
UN chief slams attack near Hazrat Zeinab’s shrine,Crime
Umair Siddiqui makes shocking revelations,Crime
 ATC allows IO to probe constable murder case,Crime
 Journalist shot dead,Crime
Deadly blasts rock southern Iraqi cities,Crime
To heel or not to heel that is the Cannes question,Crime
Terror plan busted in overnight Karachi raid,Crime
Alleged Turkish military abuses ‘extremely alarming’: UN,Crime
26 killed as pilgrims’ bus attacked in Quetta,Crime
More arrests made in Farzana honor-killing case,Crime
Two arrested for illegally transporting wild bear,Crime
Two terrorists awarded 35-year imprisonment,Crime
Thai police declare no-go zones for anti-junta march,Crime
 Suicide car bomb kills at least 12 Afghan police,Crime
Another blast hits Liucheng in China,Crime
Anti-Narcotics Force arrest another accused in ephedrine case,Crime
No serious efforts in sight to save children,Crime
Taliban kill eight Afghan police at remote post,Crime
Priyanka’s role to be rewritten,Crime
Why Don't Bystanders Help During A Violent Crime? What Experts Say,Crime
Islamabad police set to launch crackdown against auto-thieves,Crime
Sindh mourns Dargah Hajan Shah bombing,Crime
Death toll rises to 47 in flood-hit southern Thailand,Crime
 At least 58 killed in attack on UN base in South Sudan: UN,Crime
World Day against Child Labour being observed,Crime
Police arrests gang of robbers in Karachi,Crime
7 more ‘targeted’,Crime
Younger women more likely to die of heart attacks,Crime
 Five killed 27 wounded in Afghan triple bombing,Crime
Chaman landmine blast kills 14‚ injures 7,Crime
Indian police arrest Mirwaiz Malik to stop Lal Chowk march,Crime
Armed clash between two groups claim three lives,Crime
Police arrest teenage ‘masterminds’ of ‘Blue Whale Challenge’,Crime
Polio battle faces set back after bloody attacks,Crime
Bomb attack kills up to six at Lower Dir bus terminal,Crime
 Indian police arrest 14 for clashes in capital,Crime
Rawalpindi police arrest notorious offender,Crime
PAT women squad; a volunteer group of 1100,Crime
2 Qaeda suspects killed in clashes with Yemen army,Crime
Pickup crash in Swat leaves 3 dead,Crime
Bus driver arrested after woman two children killed in Lahore,Crime
–Aasia alleged paramour awarded 15-life sentences in toxic lassi case An anti-terrorism court (ATC) in Muzaffargarh on Thursday awarded 15 life-sentences to a woman and her alleged paramour for killing 16 members…,Crime
Pistorius sentenced to five years jail for killing girlfriend,Crime
California couple who kept 13 children chained plead not guilty,Crime
Police inefficient against attacks on govt employees,Crime
Two PAF officials among three gunned down in Pasni,Crime
Rising beyond victim-blaming,Crime
DGK rape case: Officials deny molesting five girls,Crime
Seaview murder: Miscreants are still at large,Crime
 10 including 2 political activists cop gunned down,Crime
Telangana Sees 40 Victims Conned By Cyber Fraudsters Every Day,Crime
4 killed 7 hurt in US guardsmen shooting,Crime
 KARACHI: Views after blast in suspected private security guards van who were carrying explosive during drive near Sohrab Goth.,Crime
ANP activist couple among five killed,Crime
Balochistan doctors’ strike enters 2nd day,Crime
Gang arrested for dog sale fraud,Crime
 At least six cops killed 27 taken hostage in Rajanpur operation,Crime
Karachi factory fire: 82 bodies are yet to be identified,Crime
Death toll in Thatta boat capsize mounts to 16,Crime
Saudi police kill four ‘terrorists’ in Shia village,Crime
Passenger bus robbed in Karachi,Crime
Woman Employee's Body Found In Uttarakhand Resort Room: Cops,Crime
Two wounded terrorists held in overnight action,Crime
Imran Farooq’s murder was ‘birthday gift’ for Altaf Hussain,Crime
 Police attitude annoys Edhi,Crime
Four men burnt to death in gas cylinder explosion,Crime
HRCP to hold demo in support of victims of torture,Crime
Justin Bieber calls for tougher laws after paparazzi is killed photographing his car,Crime
Pakistani-born US citizen arrested over terrorism charges,Crime
Imran moves on leaving Sheikh Rashid behind,Crime
Former Malaysian premier Najib arrested amid graft probe,Crime
 20 killed four injured as truck overturns on van near Khairpur,Crime
LJ hitmen kill lawyer in attack on ex-SHC judge’s house,Crime
Three booked over murder of family in Lahore,Crime
 16 Iraqi pilgrims killed in Iran road smash,Crime
Vehicle stickers made mandatory for processions,Crime
Saudi guarantees on detained activists ‘not good enough’: HRW,Crime
 DAMASCUS: Troops loyal to Syrian President Bashar al-Assad killed at least 62 rebels in an ambush yesterday near the capital Damascus.,Crime
 QUETTA: Black flag seen hoisted at premises of Balochistan Bar Association on appeal of Balochistan Bar Council against murder of Additional Session Judge Zulfiqar Naqvi.,Crime
Eight dead after Football stadium’s wall collapses,Crime
Ombudsman directs FDE to dismiss a college teacher in harassment case,Crime
6 killed in two tribes’ armed clash in Mirpur Pathoro,Crime
 Traffic police adopting long awaiting  system  of checking driving licenses,Crime
India arrests British man for alleged sexual abuse of blind boys,Crime
ANF recovers narcotics worth Rs 240m arrested 15 seized 3 vehicles,Crime
Raja Basharat’s nephew shot dead during Pindi polls,Crime
ATC adjourns BB murder case till Oct. 30,Crime
Police officer’s house burgled  ,Crime
Police block President Mamnoon’s convoy detain two drivers,Crime
 26/11 key suspect held at Delhi airport,Crime
Brutality continues…,Crime
Action against 4297 vehicles for traffic rules violation,Crime
Land dispute claims two women’s life in Shahkot,Crime
Indian police clips arrested ‘spy’ pigeon’s wings to prevent return to Pakistan,Crime
 Saudi Arabia TV show suspended after child abuse charges,Crime
NA seeks details of baggage theft incidents at airports,Crime
Cholera epidemic in quake-hit Haiti kills 135,Crime
Pakistan police say no leads on kidnapped American,Crime
 Indian forces kill 3 ‘militants’ injure 35 civilians in held Kashmir,Crime
France attacker had ‘hit list’ of VIPs police rappers: prosecutor,Crime
‘Nuns’ on the run after failed US bank heist,Crime
US Police investigates assault streamed live on Facebook,Crime
 Arguments complete over summoning foreign witnesses in Imran Farooq murder case,Crime
Texas police shoot dead two gunmen at Prophet (PBUH) caricature exhibit,Crime
'Freed' Lebanese Shiites not in Turkey as thought,Crime
Saudi diplomat shot dead in Bangladesh,Crime
 3-day women police symposium concludes,Crime
Australian charged with raping daughter for 30yrs,Crime
Mystery Indian cult ‘had its own government army’: police,Crime
Banned Indian rape documentary debuts in US,Crime
Webology Ep 2: Why we need to speak out on child sexual abuse,Crime
UN says Canada violating native women's rights urges probe,Crime
Woman killed youth drowns in Chiniot,Crime
 Lebanon detains 450 suspected militants in Syria border crackdown,Crime
 People gather at burnt shops,Crime
60 motorcyclists arrested for one-wheeling in Karachi,Crime
Air raids kill 33 Qaeda suspects,Crime
A new film about the artist Vincent Van Gogh claims that he was murdered rather than having shot himself. At Eternity’s Gate starring Willem Dafoe as the tortured genius was premiered Monday at…,Crime
How your computer might secretly be doing the work of international criminals,Crime
CM Khattak condemns Farid Khan’s murder orders probe,Crime
 Gunmen kill Egypt security officer,Crime
 Bosnia charges ex-soldiers with war crimes,Crime
Man kills infant daughter in Okara,Crime
Land grabbers torture humiliate women in Lodhran,Crime
Leon Panetta rules out apology for Pakistan,Crime
VIDEO: Couple accuse British police of racism heavy-handed approach after arrest,Crime
Video: Shahrukh Jatoi leaves Jinnah hospital after bail,Crime
Libya says dozens of civilians killed in NATO strike,Crime
Watch: Female voters’ turnout in NA-4 by-election,Crime
Hindu-Muslim riots erupt in India three dead and dozens injured,Crime
Balochistan doctors’ strike enters 28th day,Crime
Theft accused dies in police custody,Crime
Hurriyat leaders condemn arrest of dozens of Kashmiri youth,Crime
New sado-masochistic romance now a global hit,Crime
 Arrest warrants issued for Imran for ‘repeatedly failing to appear’ before ECP,Crime
Apps,Crime
 Abdul Aziz assures Islamabad police of co-operation,Crime
Discovery cancels Michael Jackson autopsy TV show,Crime
Death returns! 18 more killed in 24 hours,Crime
 Kiev says rebels massing forces 12 killed  in Ukraine,Crime
Karzai condemns Peshawar Bombing,Crime
"US Man Disguises Himself As Amazon Worker, Steals $35,000 In Robbery Spree",Crime
Two more gunned down in Quetta,Crime
Death of 9th Gojra victim renews pain,Crime
 Faizan’s wife mother-in-law murdered,Crime
President calls meeting after 19 more killed in Karachi violence,Crime
Five people die as madrassa roof collapses in Mian Channu,Crime
German police defuse WW2 bomb after evacuating central Berlin,Crime
36 dead in Hong Kong ferry collision,Crime
Auschwitz museum tracks down long-lost inmate belongings,Crime
Eight-year-old allegedly subjected to rape by labourer,Crime
 Nepal says 156 people killed in landslide ends search,Crime
Crime reasons – SAMAA VIDEO,Crime
Video: Brave couple foil robbery attempt gun down robber,Crime
ATC reopens Shahbaz Taseer kidnapping case,Crime
Saudi women gear up for new freedom as driving ban ends,Crime
Minister for action against smoke-emitting vehicles,Crime
Case registered against five people for killing a dog in Gujrat,Crime
Unemployment & Crime: The link within,Crime
Rawalpindi police arrest 220 ‘loiterers’ and you could be next,Crime
Shakira shows off her bump for a good cause,Crime
11 killed in South Africa road accident,Crime
Fears of serial child killer in Kasur,Crime
Nurse gunned down in Nowshera,Crime
Belgium hunts IS bombings suspects as country mourns,Crime
Boy beaten up by fellow student’s ‘bodyguards’,Crime
Singer Fiona Apple arrested on drug charge in Texas,Crime
Raddul Fasaad: At least 31 suspects arrested in Balochistan,Crime
Around 19635 Karachiites lose motorbike as street crimes touch new high,Crime
Missile strike kills four militants in NWA,Crime
Five terrorists arrested in Dera Bugti Uch Chaman raids,Crime
Karachi police training centre equipped with shooting simulator,Crime
 Boy killed  in firing,Crime
SAMAA Resolve To Broadcast Truth Is Bulletproof…,Crime
Sindh minister injured in road accident,Crime
Brazil striker Robinho given nine-year term in Italy for rape,Crime
Asma murder: KP police issue red warrant for Mujahid Afridi,Crime
 At least 25 killed over 100 injured in twin Parachinar blasts,Crime
 Taliban kill at least 13 Afghan police despite peace talks,Crime
Women legislators to work together to womens political,Crime
Police foil major terror bid: Home Minister,Crime
ISIS says it’s behind attack in Saudi Arabia,Crime
Mother 3 children die in Quetta gas leakage incident,Crime
